"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1","tot",0.80242104025,0.8025845,0.00872729275404656,0.00838336170000001,0.7877087,0.8166087,0.999893903756744,4098.41522747165,3138.67977098813
